EIN,GrossReceiptsAmt,RevenueAmt,TotalNetAssetsFundBalanceGrp/EOYAmt,TotalLiabilitiesGrp/EOYAmt,labels
576000599,0.00022599239773977517,0.0013446199164053377,0.058620880672345804,0.00021849737638451666,40
454860788,0.00016631276612487256,0.0013347858852778636,0.05323023115091702,5.199799461222135e-05,87
530208180,8.65594389220621e-05,0.0013884127748971704,0.05045536199761138,5.9513996917639725e-05,113
320237828,6.181479220257061e-05,0.0014293978909803834,0.0501625746846219,4.581431904835907e-05,81
237206810,3.2420425015794787e-05,0.0013347858852778636,0.049886264938392294,1.5259934452256107e-05,90
431645180,2.556283259607654e-05,0.0013347858852778636,0.04980165836469549,2.328104443949023e-05,92
311037979,0.0003068253261849643,0.004428463432710611,0.053596078954788136,0.00021168557837216307,94
300043771,7.972738186685288e-05,0.0013347858852778636,0.05013159206688414,0.00016953749924765002,94
942718807,8.911309250766413e-05,0.0013347858852778636,0.05021854379886321,5.5094936086354174e-05,90
131845455,0.0007850052766526134,0.0013347858852778636,0.0714130500571328,0.002222826112597371,90
942783401,0.00021518783448291892,0.002510488155877856,0.05254786594180761,7.584349688614068e-05,90
411518579,1.2612888749013688e-05,0.0015475587838507886,0.04954982866347107,0.00023408426282998143,94
912187143,0.0005858464180136625,0.0032072658312376863,0.05228094577523892,0.0008747713701372106,98
382761126,0.00045098428944306487,0.008643598855871213,0.052222368941454676,0.0008204665066498299,89
590674260,0.0005381201775054483,0.0013347858852778636,0.0691418360274999,4.1036631762984325e-05,89
203130699,1.769448485365933e-05,0.0013347858852778636,0.04955965817911096,1.807822485525391e-05,90
430666759,0.0021078123586972092,0.0013495104391615155,0.12803811312186786,0.0012726397452574264,13
300274709,0.00021460066751758584,0.0014078941495175423,0.051805014397834574,0.00015369374449982853,113
340714797,5.320647527921471e-05,0.0013347858852778636,0.0512996952192387,4.744213378377737e-05,90
131950856,0.00022012342218453475,0.002332385181335741,0.05145726426094651,0.0002566432137460092,90
205320422,1.1076140057838706e-05,0.0013347858852778636,0.04974151122008267,1.6214167047819697e-05,89
300126510,0.0014755111387719528,0.0013552541788789019,0.06857910228630033,0.0007286140427116071,16
311229532,0.00019268139760305326,0.0034175568241753378,0.059880214332779125,0.0003916402921726607,94
237069110,0.0027378630989230586,0.0013347858852778636,0.07640417547290813,0.0015906613294208107,90
521481896,0.0005443992416439276,0.0016019982846328018,0.0581623257936619,0.0008205779460321304,113
911829974,0.00030387607943519666,0.0013347858852778636,0.061032640438484116,0.00019247065077128965,89
237084339,0.0047503259380047725,0.043292723309187174,0.1069170010990157,0.0028559028256011426,94
351978359,0.00021867967844482842,0.0013347858852778636,0.05444950457562728,4.4238698773395055e-05,90
10541478,7.545875914466084e-06,0.0013347858852778636,0.049642071296587216,1.875454299505179e-05,89
411606979,0.00012277851296164835,0.0030436066363383604,0.05010517762610224,3.701429092345823e-05,94
386263347,9.954537240557175e-05,0.0013347858852778636,0.05799430253500365,0.0001939660852017654,90
540445205,0.0015388449044750367,0.006844528746483847,0.0701360757807998,0.005242789070790707,95
43372500,0.005114559361142982,0.04062730917624393,0.049562233613343325,0.04346226976429203,94
204634687,4.813943316099221e-06,0.0013712399884794418,0.04964609140122268,1.7406642099973048e-05,90
841559406,0.00011702652568761612,0.002789167236575651,0.05489365087028534,0.004420729686020117,94
571192504,3.593311895423001e-06,0.0013347858852778636,0.04977413377600555,2.36265170476988e-05,90
50318003,6.341332944777544e-05,0.0022364871602831,0.049612304629221046,0.0003373717332999105,94
264008029,0.00013128173077580369,0.0017371596368736344,0.05019123703877471,6.702778937695015e-05,82
200254573,8.530041660359768e-07,0.0013347858852778636,0.04955316144107307,0.00012063802457106715,94
311806773,7.325782742317715e-05,0.0013347858852778636,0.05085275838460436,2.7195734204329345e-05,90
270480740,4.272321250331374e-05,0.0013347858852778636,0.04969012700892199,1.9551350363116133e-05,88
310906405,1.880008999934536e-05,0.0013347858852778636,0.051555475786721705,1.5255619990807263e-05,90
263603207,8.360957721512167e-06,0.0013347858852778636,0.049643372433501164,1.5255619990807263e-05,90
43326727,0.0009094680401758862,0.00868738577205107,0.05336827497034305,0.003272417671718655,94
311669279,6.967291994244921e-05,0.0017341993751242995,0.05003658806726512,0.00013223045633027272,90
520986261,0.0003075115891061443,0.0013347858852778636,0.056187325598715025,0.0024520949102966086,90
990143109,0.0003102736546059788,0.0036862963977080856,0.06009567793797309,0.0014060956138699377,94
520643040,0.0003464118471355032,0.004192136199850489,0.0473286129105222,0.001141358259984365,90
205091907,1.983559002733115e-06,0.0013347858852778636,0.04962950375322317,1.5255619990807263e-05,90
341414639,7.671385745068927e-06,0.0013508068535575944,0.04960979804438593,1.5255619990807263e-05,94
951725190,0.0029027071716172135,0.043642107484123054,0.0643584020146233,0.00020281767640251827,95
461165316,7.95858538660821e-05,0.0013347858852778636,0.06323774776635664,1.5701272289242617e-05,94
510106272,2.8175639204967813e-05,0.0013347858852778636,0.04963458421637207,1.5255619990807263e-05,90
463444371,8.785102468701054e-09,0.0013347858852778636,0.05033321266445671,1.5255619990807263e-05,90
311830583,8.54116945682012e-06,0.0013347858852778636,0.0495504121329392,2.2124558309666253e-05,92
770324027,1.2037435253638873e-05,0.001401398212142538,0.04896930843900478,0.000676710334866658,90
133946644,2.5251605699285353e-06,0.0013347858852778636,0.04973269966417485,1.5255619990807263e-05,90
363891982,6.37140142216042e-05,0.0024119760127484773,0.04941267055069766,0.0010226391184503625,94
311675146,9.131938314165371e-06,0.0013347858852778636,0.0499197568638227,1.973097928246186e-05,92
311603979,6.080140134913105e-06,0.0013347858852778636,0.04974553832635176,1.5255619990807263e-05,94
262077869,9.63784308166297e-06,0.0014693485495871227,0.04962264098533893,1.5501123370323126e-05,94
421396859,3.179521855677223e-05,0.0013347858852778636,0.04980635607187329,1.9368459289992016e-05,90
30331485,6.118560316376224e-06,0.0014323155661605576,0.050808589356886674,3.3686052223360614e-05,94
381443397,0.0002726335316747304,0.00379782567041337,0.05850198787678264,0.0009345628605875478,90
20236885,6.293694262457268e-05,0.0013390054219734277,0.050671126673050904,1.7584587327046054e-05,46
61070285,0.00048387000276927696,0.00950311021104012,0.053562078243981515,0.00022721016820353724,94
161723677,2.4159558895076022e-05,0.0017415916112223373,0.04963009033452847,1.81699860841171e-05,89
134224803,5.38260299889824e-06,0.00142578843164768,0.04998140741476509,2.85881477138681e-05,94
237439391,5.870264036935836e-05,0.0022115339067182403,0.05097421533399017,0.00011490273730558339,90
314424936,2.2741409087228504e-06,0.0013347858852778636,0.04963126271917978,1.5916574438616582e-05,90
222473084,3.225655357107862e-06,0.0013347858852778636,0.04970675783366215,1.5255619990807263e-05,90
431349378,0.00020423108396762986,0.0013595910762359902,0.051597719365194535,0.0002597714087579544,39
596196141,0.0009754325633805724,0.0015924143258009807,0.0633270979468294,0.001920987757636295,144
942684644,5.29325850679155e-06,0.0013347858852778636,0.049595324889738945,1.5255619990807263e-05,90
43166388,8.577861901464397e-06,0.0014798392061879354,0.049577252117453195,1.5255619990807263e-05,88
530200270,0.008228300536526513,0.0013347858852778636,0.07223009791255212,0.004804301619591141,88
416036759,4.4658453442468996e-05,0.0013347858852778636,0.04959917928904546,3.043200121402968e-05,90
352050338,2.903974188378925e-06,0.0013838822572082002,0.049889925236855745,1.77544297850566e-05,94
562480722,4.912453598448255e-06,0.0013934097640762502,0.04863682497524036,0.0003237254074295216,94
208098771,7.74231080566624e-07,0.0013347858852778636,0.049656878973729265,1.5255619990807263e-05,92
916018658,0.00012218516714091227,0.0014775009064254129,0.05410153155340238,7.992055772453015e-05,82
131575490,0.002371455948597343,0.0013347858852778636,0.06881590492586268,0.002627898270337183,95
436062762,1.5697865331922747e-05,0.0013476797118802692,0.04971305969289768,1.5255619990807263e-05,94
420283255,3.877000424342295e-05,0.0013347858852778636,0.05004163896796096,2.9708960613663844e-05,95
310725627,3.297338864884973e-05,0.0014575391949203215,0.049562233613343325,1.5255619990807263e-05,92
311749430,4.668901274340967e-06,0.0014106989207701738,0.049339203576086545,0.00023393883390992532,94
480910617,1.3466771425296534e-05,0.0015623576166341395,0.049465789611076935,0.00011268268381323611,94
611473074,8.734558845831127e-06,0.0014823483474197654,0.04975991812588384,1.5549634753930847e-05,87
453004164,6.556790511189928e-06,0.0013347858852778636,0.04970846078654982,1.5255619990807263e-05,90
710459112,2.6209884676571267e-05,0.0013347858852778636,0.04959899569065282,5.392655887985412e-05,90
541726771,0.0003212337141765311,0.006762102937065934,0.05012506537741355,0.0011069446422376557,94
383158455,1.114076912833345e-05,0.0013347858852778636,0.05008366977456774,1.5871114747253164e-05,90
60835182,0.00041439597754671916,0.0013458767153882438,0.05194574684456979,0.00016947509740279236,49
453785398,1.4649597621682443e-05,0.0013347858852778636,0.049775980262382384,1.5255619990807263e-05,103
550673518,3.8945472023397806e-05,0.0014478507504362573,0.05018948896424817,0.0005142249807032923,82
461579750,7.052738829222998e-06,0.0013347858852778636,0.0496553413371909,4.4497776921859716e-05,90
43460139,8.327709037035623e-05,0.0027030824485585686,0.04980801040230528,3.261501347637713e-05,94
222832638,7.1749688882375255e-06,0.0013621967800374287,0.04968861698993845,0.00019489169502869276,118
330759152,1.863648210770325e-05,0.0013347858852778636,0.04988051893107007,1.5255619990807263e-05,90
756054641,1.1552146193267826e-05,0.0015301349347520774,0.05033307652158081,1.5255619990807263e-05,91
416006820,9.726279779847893e-06,0.0014440075601658345,0.049840905632959606,4.674129687525801e-05,94
841146310,2.85707052629853e-05,0.0013347858852778636,0.051310793586481974,1.5255619990807263e-05,90
340969202,9.674857646731098e-05,0.0013347858852778636,0.04968290871364183,0.00015096279563347803,88
592252733,1.8728549981575236e-05,0.0013347858852778636,0.05047015411556761,2.6177310840868338e-05,90
351661607,1.8045420413609044e-05,0.0016398953792591978,0.04997054749204446,1.5255619990807263e-05,94
42104021,0.007630572501693332,0.0013347858852778636,0.4249661642262875,0.0007031615613941444,90
510427657,4.016256011941165e-06,0.0013607656732365627,0.04956859031870887,1.5255619990807263e-05,100
461885871,2.6592095201309552e-05,0.0013347858852778636,0.04978407220594616,4.2878696340106147e-05,88
951945832,0.011815734700575481,0.19039034958235102,0.12125307076139907,0.010659560483198275,94
141824425,1.932693259439336e-05,0.0014371080407691327,0.049707782017068554,5.31050222815342e-05,90
222487344,7.089618689386605e-05,0.0025280803704825516,0.05003381503137288,2.0730566338621825e-05,94
522272852,4.2506425458061095e-06,0.0013347858852778636,0.049583339259924454,1.5255619990807263e-05,90
237086890,4.1781800922767736e-05,0.0013347858852778636,0.046923077124448695,0.001642665743109822,94
770294934,1.0785733853898345e-05,0.001516605280768249,0.049665096557718516,1.6507866118642145e-05,88
591990323,7.506864202770072e-05,0.0013347858852778636,0.055725076969318166,3.8185509360668506e-05,90
201810720,1.28596622773595e-05,0.0015189599218887052,0.049675132621550135,1.5227944299074441e-05,90
940773441,1.1444645822725821e-05,0.0013347858852778636,0.05065044384734435,3.930611179893015e-05,94
455463284,1.1064807275654081e-05,0.0013347858852778636,0.049867648761541886,1.5255619990807263e-05,94
911284283,9.947898631458325e-06,0.0013650926667403578,0.05010921251196424,1.868929991948392e-05,82
222682176,5.341371584645136e-06,0.0013347858852778636,0.0496703866808963,0.00011903504429667145,94
222878487,0.0001280562218370703,0.0017093560543309941,0.05549459058123823,7.989456572507005e-05,82
222575208,1.5949207113552287e-05,0.0015826669533898219,0.04970006582784225,2.810366526239316e-05,94
204129901,7.678059494577649e-05,0.0013347858852778636,0.05126572212598691,1.9578499901013733e-05,90
582504530,0.015677003729778097,0.2600298283263099,0.23717702702535703,0.036974129075061694,94
237284092,0.0008368947772207451,0.0013347858852778636,0.07748334893178664,0.00012210925592512259,90
541998631,6.252404280854374e-05,0.0020474112114847935,0.049901384966189614,1.9659422360871296e-05,94
470491272,2.4780694923288083e-05,0.0014998435042621876,0.05121765124344596,1.7936689473578452e-05,90
351007558,3.2086678973008836e-05,0.0013387310852372063,0.052527431285114834,2.5638108390530025e-05,141
521736533,0.0015205585965517357,0.01722401607965851,0.057580089391,0.0007883892223930524,94
542084063,2.6916089780355245e-06,0.0013347858852778636,0.049568930286918965,1.5393682757170235e-05,90
800034784,7.574281079114884e-06,0.0014628684583773877,0.05035815287238244,2.678491328978587e-05,94
421305755,1.177057312431463e-05,0.0014532934130135305,0.0496242976496488,1.5572259368845512e-05,90
112417269,3.167758603471632e-05,0.0017350194141769757,0.04949291393971173,0.00010357895969464357,94
383345041,8.874036989359204e-06,0.0014478987841247293,0.04960568847443201,1.6322659968643036e-05,9
943203203,0.00020185723214588726,0.0018759824436769595,0.05056336102922477,0.0001297876293040913,82
311808710,9.092639622455382e-06,0.0014256289796096596,0.04910136663964701,0.0003693428397127396,94
61453500,6.29347756326304e-05,0.0013347858852778636,0.04967901386045219,9.831899980390184e-05,104
471181061,1.0907466090439646e-05,0.0013347858852778636,0.04969582945052393,7.437668522430115e-05,118
352481634,2.8821666356841194e-05,0.0013382289598752415,0.04960129144852012,1.7195549181280882e-05,42
237374878,1.1136054456675248e-05,0.0014968758146228828,0.04972813537701543,4.248187111757964e-05,90
61354978,0.0003840601987793973,0.0013347858852778636,0.06252675637820145,5.533791392746096e-05,89
311116603,0.0005696919616227665,0.009777810418677374,0.05460515205788668,0.00018459265462723664,94
112962487,5.962683314906572e-06,0.0014356160252705136,0.04956642953677853,2.7900885574297542e-05,94
930862641,1.4536211232486409e-05,0.0013347858852778636,0.04974162830295594,1.5255619990807263e-05,90
946138777,1.1047822744214592e-05,0.0015030112517380148,0.04972754996264907,2.0340370654419157e-05,94
431651252,8.370152795429408e-06,0.0013347858852778636,0.04963789365519535,2.2761520142589323e-05,90
721516058,5.597129344448941e-05,0.0022809960673680304,0.051009088526141486,0.004392090817076534,94
61013015,2.5562510475652685e-05,0.0013347858852778636,0.051411296591348375,4.2982138184111326e-05,95
232732149,2.3721299416587422e-05,0.001674977798779669,0.05094346415914143,8.857568308321008e-05,94
150539044,6.277658522084399e-06,0.0013795968598882364,0.04972411293850209,2.9561953232102048e-05,91
232161837,0.0,0.0013347858852778636,0.049562233613343325,1.5255619990807263e-05,92
263268204,0.00018229023198469916,0.003387834865249806,0.050574473399735274,3.841733274046852e-05,97
30390362,3.1578636497243856e-06,0.00138817359684014,0.04957799273469808,1.5255619990807263e-05,94
631145264,7.334506349069136e-06,0.0013347858852778636,0.05012112656952397,2.2734370604691727e-05,90
420934471,0.00011233349466516112,0.0028419800294542576,0.05042974846591942,8.848855200809686e-05,94
260059271,1.4150779503509597e-05,0.0013347858852778636,0.0495966081335892,1.5255619990807263e-05,90
411622190,1.144010685311699e-05,0.0013347858852778636,0.04999036406008065,1.5255619990807263e-05,92
770329569,0.00011843372340105265,0.0032325582917778375,0.04805718617865061,0.002710722144924483,94
561362692,4.6924336354871276e-05,0.0021282855822843277,0.04966844917328244,8.312988565786697e-05,94
60907235,1.453023736280769e-05,0.0015774817909981718,0.05008898284754461,1.905150421965263e-05,94
421732107,5.765955586957459e-06,0.0013509291661457652,0.04971733885797701,1.5678858135862043e-05,83
943142529,6.0294823057110844e-05,0.002351838329974227,0.052206325864958755,2.3713227199743836e-05,94
136159029,1.7955753801078503e-05,0.0013347858852778636,0.05050532332122909,1.5255619990807263e-05,90
237426168,3.856548705795159e-05,0.0013347858852778636,0.04963113668977467,1.5255619990807263e-05,90
41426460,5.804873590893805e-06,0.0013347858852778636,0.04996783435901762,0.00019768115220152025,95
621871117,1.4495506924381426e-05,0.0013347858852778636,0.04956024631633485,1.603432766693988e-05,92
356028828,4.838248766262628e-07,0.0013347858852778636,0.04957205729428854,1.5255619990807263e-05,95
630013040,6.419045961215674e-05,0.0013347858852778636,0.05137694813273874,2.0695419262428812e-05,94
42088633,0.0014113390400239555,0.0013347858852778636,0.06867716483287134,0.0005027717692488872,94
16040875,1.978036101647792e-05,0.0013347858852778636,0.050045710028929984,1.5255619990807263e-05,94
741490851,4.5038584826289695e-06,0.0013443936133575884,0.04957376724880983,1.534464521972729e-05,90
237219136,1.4578994681508983e-05,0.0013347858852778636,0.04967345534131906,3.8589911198422236e-05,90
480692681,4.287217855750802e-06,0.0013347858852778636,0.04957844006129032,1.5392314757198652e-05,89
361787650,0.001452843524545461,0.0013347858852778636,0.051815003784108735,0.020996380203254266,95
942994010,0.00010753861502141898,0.0013347858852778636,0.050293601700224115,1.5255619990807263e-05,94
237127023,4.698858473759237e-07,0.0013427317467749908,0.049567281402202006,1.5255619990807263e-05,92
30368814,6.835102557398377e-07,0.0013347858852778636,0.05095675092586987,1.8231125159770215e-05,65
640780130,0.0001327545239210065,0.003489069577649483,0.0498150237053123,3.634386570661487e-05,94
356025236,9.66239744306299e-05,0.0013439350649501135,0.053367026734660886,1.5255619990807263e-05,91
562514122,9.710466595404231e-06,0.0013795498165850937,0.05091280672838724,0.00044079831884387297,94
596209605,0.00011132514060380362,0.0014338244182097752,0.05110836079940976,4.0018734553358544e-05,83
311021106,5.5005957101553644e-05,0.0013347858852778636,0.0496789111698258,2.1315228480323557e-05,95
236401909,2.6923732819503016e-05,0.0013398700283659233,0.05025080732657337,3.5995341406162e-05,145
383086920,9.356582169392527e-05,0.001801272726359772,0.050155882289822366,0.0006934452889805832,90
464959371,0.00010557315332977139,0.0013347858852778636,0.049562233613343325,4.159909021283958e-05,90
421565179,3.512576803735638e-05,0.0019271714998081474,0.04984586473445913,6.584931001681377e-05,94
431016800,7.1195056079851255e-06,0.0014422793377661725,0.04957597431931797,1.5406836603050855e-05,90
911779397,8.27375093767286e-06,0.0013347858852778636,0.0495711937594757,1.5740733826884473e-05,87
951914215,0.00012363804738718605,0.0013347858852778636,0.05309825735885784,0.007985774547968102,94
521044350,0.0023453661562715194,0.0013347858852778636,0.06246365493318162,0.00246478321526382,94
810250283,0.00032336723487840494,0.0013347858852778636,0.05979103530335035,0.00010857173866785818,90
166072836,2.5515598028469822e-05,0.0013347858852778636,0.049644140668300876,6.426853343426456e-05,94
311626454,2.2271025417379353e-05,0.0013347858852778636,0.049840719700689096,1.6202696894211797e-05,94
262718175,7.190697150023989e-05,0.0013347858852778636,0.04955008266717953,5.223023891508955e-05,90
596141132,0.0014189660317178825,0.0013347858852778636,0.05022473168706264,0.0005946063439567123,94
340090940,3.046395341234017e-05,0.0013347858852778636,0.04953844284026982,7.451169629841982e-05,94
260895668,5.63859502810121e-05,0.0020663642155319736,0.049521593797948585,0.00013461940520372715,94
351125641,0.00017242669962061526,0.001429062645546409,0.051099024120980614,0.00015553696661538784,111
800747722,9.683847734924068e-06,0.0014737820095138197,0.04957756563504741,1.813936393090702e-05,94
470384319,0.00031644073797165717,0.00479418500403894,0.05027913010149571,0.00021064337285534992,95
521184957,0.00034026924492203765,0.0013743359330188932,0.058509673725596595,3.205729041103891e-05,141
203395198,0.000407936086715759,0.007924637044327299,0.049919776701784616,0.0002346441957414276,94
742200596,0.000726072173761826,0.0013347858852778636,0.05432565773529997,0.0001803253365620299,90
742864880,6.603761525722582e-07,0.0013415630920863943,0.049805476199915336,1.5255619990807263e-05,94
465671328,0.0008655554712166849,0.0013347858852778636,0.21330204763821503,0.00035905337531108453,94
510243315,8.842527755171463e-06,0.0013347858852778636,0.04979655728562538,1.5255619990807263e-05,94
161182972,3.662450651851678e-05,0.0017499955259342747,0.05016721871260864,7.380959662069592e-05,94
951184200,4.753033272316227e-07,0.0013347858852778636,0.04969265615457655,4.621409073236282e-05,100
431503467,5.940749842409714e-06,0.0013347858852778636,0.049717884596419536,1.5434301833249585e-05,90
540739907,9.146433733238729e-06,0.0013347858852778636,0.0495680683080247,1.5255619990807263e-05,94
237105030,0.00034357305840744204,0.0013347858852778636,0.05082017317072744,5.249542044804282e-05,90
150536993,1.4680872586471019e-05,0.0013347858852778636,0.04956764315327225,2.0753717107371713e-05,95
480493444,0.0026290679214118666,0.0013347858852778636,0.10308780961841849,0.009107130964675633,94
371712758,0.0002722607797769834,0.0013347858852778636,0.0690600740619501,0.0003403822803142994,94
953497223,8.95468423002188e-06,0.0013579465413966559,0.04990841071654529,1.5827970132764736e-05,90
453266422,1.143788129382492e-05,0.0013347858852778636,0.049562233613343325,1.5255619990807263e-05,90
521947563,2.4235169343656644e-07,0.0013347858852778636,0.049567248727911795,1.5255619990807263e-05,90
311358129,6.37010708373003e-06,0.0013970514109321564,0.04908542197500138,0.00023479983204588708,94
113578546,3.600164275348588e-06,0.0013347858852778636,0.04977849073701396,1.5255619990807263e-05,90
450456558,9.109682721244663e-06,0.0013404924855454003,0.04969964806370306,1.649755350347174e-05,113
450311269,6.504003758822992e-05,0.0016196583406325557,0.049876925926085273,5.3600448732781824e-05,90
472675069,5.85995618337256e-05,0.0013347858852778636,0.04970416100554929,1.886198360820468e-05,90
61101924,0.000993919962299382,0.01861216293609476,0.050879410102969966,0.0004484799543766201,94
752641151,0.0008953111696679983,0.0013347858852778636,0.07067733084393829,1.531570675878993e-05,90
363718992,0.000289419929769875,0.0049531641330645675,0.06075478955489933,0.00020870502212638197,90
462774277,4.702138245347552e-06,0.0013694280785194522,0.04957592219604549,1.5255619990807263e-05,90
920082642,0.0003740896638672447,0.007525812338559144,0.05477563055606686,0.004030340903359922,94
201910771,8.786303099371777e-06,0.0014833412087124078,0.05065219347778947,2.2770780450089277e-05,94
943282891,2.7687978166930217e-05,0.0018029108236944657,0.05276356682458528,2.8590778483044225e-05,94
731728299,1.2477071064847569e-05,0.0013471483701510895,0.04971076976972506,1.5557211369158084e-05,81
731264836,0.0005807266652806278,0.0013347858852778636,0.05153899316322646,0.0005941840528885609,88
